"","state","county","primary_city","longitude","latitude","estimated_population","name","Value","Category.Range"
"1","NY","Suffolk","Holtsville",-73.04,40.81,384,"new york,suffolk",423.1,"378.1 - 427.2 (645)"
"2","NY","Suffolk","Holtsville",-73.04,40.81,0,"new york,suffolk",423.1,"378.1 - 427.2 (645)"
"3","MA","Hampden","Agawam",-72.61,42.06,14021,"massachusetts,hampden",392.8,"378.1 - 427.2 (645)"
"4","MA","Hampshire","Amherst",-72.52,42.37,16532,"massachusetts,hampshire",364.1,"93.8 - 378.0 (645)"
"5","MA","Hampshire","Amherst",-72.52,42.37,0,"massachusetts,hampshire",364.1,"93.8 - 378.0 (645)"
"6","MA","Hampshire","Amherst",-72.52,42.37,742,"massachusetts,hampshire",364.1,"93.8 - 378.0 (645)"
"7","MA","Worcester","Barre",-72.1,42.42,3935,"massachusetts,worcester",371.4,"93.8 - 378.0 (645)"
"8","MA","Hampshire","Belchertown",-72.4,42.27,12895,"massachusetts,hampshire",364.1,"93.8 - 378.0 (645)"
"9","MA","Hampden","Blandford",-72.93,42.18,1153,"massachusetts,hampden",392.8,"378.1 - 427.2 (645)"
"10","MA","Hampden","Bondsville",-72.34,42.2,1055,"massachusetts,hampden",392.8,"378.1 - 427.2 (645)"
"11","MA","Hampden","Brimfield",-72.2,42.11,3312,"massachusetts,hampden",392.8,"378.1 - 427.2 (645)"
"12","MA","Hampden","Chester",-72.98,42.28,1012,"massachusetts,hampden",392.8,"378.1 - 427.2 (645)"
"13","MA","Hampshire","Chesterfield",-72.85,42.4,639,"massachusetts,hampshire",364.1,"93.8 - 378.0 (645)"
"14","MA","Hampden","Chicopee",-72.57,42.17,16669,"massachusetts,hampden",392.8,"378.1 - 427.2 (645)"
"15","MA","Hampden","Chicopee",-72.57,42.17,0,"massachusetts,hampden",392.8,"378.1 - 427.2 (645)"
"16","MA","Hampden","Chicopee",-72.57,42.17,24570,"massachusetts,hampden",392.8,"378.1 - 427.2 (645)"
"17","MA","Hampden","Chicopee",-72.57,42.17,509,"massachusetts,hampden",392.8,"378.1 - 427.2 (645)"
"18","MA","Hampden","Chicopee",-72.57,42.17,1713,"massachusetts,hampden",392.8,"378.1 - 427.2 (645)"
"19","MA","Hampshire","Cummington",-72.9,42.46,865,"massachusetts,hampshire",364.1,"93.8 - 378.0 (645)"
"20","MA","Hampshire","Easthampton",-72.68,42.26,15525,"massachusetts,hampshire",364.1,"93.8 - 378.0 (645)"
"21","MA","Hampden","East Longmeadow",-72.51,42.06,14024,"massachusetts,hampden",392.8,"378.1 - 427.2 (645)"
"22","MA","Berkshire","East Otis",-73.03,42.17,509,"massachusetts,berkshire",383.5,"378.1 - 427.2 (645)"
"23","MA","Hampden","Feeding Hills",-72.67,42.06,10449,"massachusetts,hampden",392.8,"378.1 - 427.2 (645)"
"24","MA","Worcester","Gilbertville",-72.21,42.35,932,"massachusetts,worcester",371.4,"93.8 - 378.0 (645)"
"25","MA","Hampshire","Goshen",-72.8,42.43,489,"massachusetts,hampshire",364.1,"93.8 - 378.0 (645)"
"26","MA","Hampshire","Granby",-72.52,42.26,5647,"massachusetts,hampshire",364.1,"93.8 - 378.0 (645)"
"27","MA","Hampden","Granville",-72.86,42.06,1787,"massachusetts,hampden",392.8,"378.1 - 427.2 (645)"
"28","MA","Hampshire","Hadley",-72.58,42.35,4327,"massachusetts,hampshire",364.1,"93.8 - 378.0 (645)"
"29","MA","Hampden","Hampden",-72.41,42.06,4700,"massachusetts,hampden",392.8,"378.1 - 427.2 (645)"
"30","MA","Worcester","Hardwick",-72.2,42.35,714,"massachusetts,worcester",371.4,"93.8 - 378.0 (645)"
"31","MA","Hampshire","Hatfield",-72.6,42.37,2161,"massachusetts,hampshire",364.1,"93.8 - 378.0 (645)"
"32","MA","Hampshire","Haydenville",-72.7,42.39,1228,"massachusetts,hampshire",364.1,"93.8 - 378.0 (645)"
"33","MA","Hampden","Holyoke",-72.64,42.21,26316,"massachusetts,hampden",392.8,"378.1 - 427.2 (645)"
"34","MA","Hampden","Holyoke",-72.64,42.21,997,"massachusetts,hampden",392.8,"378.1 - 427.2 (645)"
"35","MA","Hampshire","Huntington",-72.88,42.23,2282,"massachusetts,hampshire",364.1,"93.8 - 378.0 (645)"
"36","MA","Hampshire","Leeds",-72.71,42.35,1407,"massachusetts,hampshire",364.1,"93.8 - 378.0 (645)"
"37","MA","Franklin","Leverett",-72.5,42.45,1620,"massachusetts,franklin",372.5,"93.8 - 378.0 (645)"
"38","MA","Hampden","Ludlow",-72.48,42.16,17529,"massachusetts,hampden",392.8,"378.1 - 427.2 (645)"
"39","MA","Hampden","Monson",-72.31,42.09,7429,"massachusetts,hampden",392.8,"378.1 - 427.2 (645)"
"40","MA","Hampshire","North Amherst",-72.52,42.4,0,"massachusetts,hampshire",364.1,"93.8 - 378.0 (645)"
"41","MA","Hampshire","Northampton",-72.67,42.32,10304,"massachusetts,hampshire",364.1,"93.8 - 378.0 (645)"
"42","MA","Hampshire","Northampton",-72.67,42.32,423,"massachusetts,hampshire",364.1,"93.8 - 378.0 (645)"
"43","MA","Hampshire","Florence",-72.67,42.32,9483,"massachusetts,hampshire",364.1,"93.8 - 378.0 (645)"
"44","MA","Hampshire","Northampton",-72.67,42.32,0,"massachusetts,hampshire",364.1,"93.8 - 378.0 (645)"
"45","MA","Franklin","North Hatfield",-72.6,42.4,0,"massachusetts,franklin",372.5,"93.8 - 378.0 (645)"
"46","MA","Worcester","Oakham",-72.05,42.35,1807,"massachusetts,worcester",371.4,"93.8 - 378.0 (645)"
"47","MA","Hampden","Palmer",-72.32,42.16,6950,"massachusetts,hampden",392.8,"378.1 - 427.2 (645)"
"48","MA","Hampshire","Plainfield",-72.91,42.51,467,"massachusetts,hampshire",364.1,"93.8 - 378.0 (645)"
"49","MA","Hampden","Russell",-72.85,42.18,1376,"massachusetts,hampden",392.8,"378.1 - 427.2 (645)"
"50","MA","Franklin","Shutesbury",-72.4,42.45,1269,"massachusetts,franklin",372.5,"93.8 - 378.0 (645)"
"51","MA","Hampshire","Southampton",-72.73,42.23,5385,"massachusetts,hampshire",364.1,"93.8 - 378.0 (645)"
"52","MA","Worcester","South Barre",-72.09,42.38,525,"massachusetts,worcester",371.4,"93.8 - 378.0 (645)"
"53","MA","Hampshire","South Hadley",-72.56,42.26,14184,"massachusetts,hampshire",364.1,"93.8 - 378.0 (645)"
"54","MA","Hampden","Southwick",-72.76,42.05,8567,"massachusetts,hampden",392.8,"378.1 - 427.2 (645)"
"55","MA","Hampden","Thorndike",-72.33,42.18,766,"massachusetts,hampden",392.8,"378.1 - 427.2 (645)"
"56","MA","Hampden","Three Rivers",-72.37,42.18,1888,"massachusetts,hampden",392.8,"378.1 - 427.2 (645)"
"57","MA","Hampden","Wales",-72.21,42.06,1491,"massachusetts,hampden",392.8,"378.1 - 427.2 (645)"
"58","MA","Hampshire","Ware",-72.24,42.25,8509,"massachusetts,hampshire",364.1,"93.8 - 378.0 (645)"
"59","MA","Worcester","Warren",-72.19,42.21,2519,"massachusetts,worcester",371.4,"93.8 - 378.0 (645)"
"60","MA","Hampshire","West Chesterfield",-72.87,42.41,0,"massachusetts,hampshire",364.1,"93.8 - 378.0 (645)"
"61","MA","Hampden","Westfield",-72.75,42.13,32344,"massachusetts,hampden",392.8,"378.1 - 427.2 (645)"
"62","MA","Hampden","Westfield",-72.75,42.13,664,"massachusetts,hampden",392.8,"378.1 - 427.2 (645)"
"63","MA","Hampshire","West Hatfield",-72.64,42.39,458,"massachusetts,hampshire",364.1,"93.8 - 378.0 (645)"
"64","MA","Hampden","West Springfield",-72.65,42.12,23043,"massachusetts,hampden",392.8,"378.1 - 427.2 (645)"
"65","MA","Hampden","West Springfield",-72.65,42.12,404,"massachusetts,hampden",392.8,"378.1 - 427.2 (645)"
"66","MA","Worcester","West Warren",-72.2,42.2,1063,"massachusetts,worcester",371.4,"93.8 - 378.0 (645)"
"67","MA","Franklin","Whately",-72.61,42.45,476,"massachusetts,franklin",372.5,"93.8 - 378.0 (645)"
"68","MA","Worcester","Wheelwright",-72.14,42.35,0,"massachusetts,worcester",371.4,"93.8 - 378.0 (645)"
"69","MA","Hampden","Wilbraham",-72.43,42.13,13107,"massachusetts,hampden",392.8,"378.1 - 427.2 (645)"
"70","MA","Hampshire","Williamsburg",-72.71,42.4,2266,"massachusetts,hampshire",364.1,"93.8 - 378.0 (645)"
"71","MA","Hampden","Woronoco",-72.82,42.19,0,"massachusetts,hampden",392.8,"378.1 - 427.2 (645)"
"72","MA","Hampshire","Worthington",-72.93,42.41,1076,"massachusetts,hampshire",364.1,"93.8 - 378.0 (645)"
"73","MA","Hampden","Springfield",-72.53,42.11,1531,"massachusetts,hampden",392.8,"378.1 - 427.2 (645)"
"74","MA","Hampden","Springfield",-72.53,42.11,0,"massachusetts,hampden",392.8,"378.1 - 427.2 (645)"
"75","MA","Hampden","Springfield",-72.53,42.11,1533,"massachusetts,hampden",392.8,"378.1 - 427.2 (645)"
"76","MA","Hampden","Springfield",-72.53,42.11,15795,"massachusetts,hampden",392.8,"378.1 - 427.2 (645)"
"77","MA","Hampden","Springfield",-72.53,42.11,6054,"massachusetts,hampden",392.8,"378.1 - 427.2 (645)"
"78","MA","Hampden","Longmeadow",-72.57,42.04,14332,"massachusetts,hampden",392.8,"378.1 - 427.2 (645)"
"79","MA","Hampden","Springfield",-72.53,42.11,6360,"massachusetts,hampden",392.8,"378.1 - 427.2 (645)"
"80","MA","Hampden","Springfield",-72.53,42.11,17151,"massachusetts,hampden",392.8,"378.1 - 427.2 (645)"
"81","MA","Hampden","Springfield",-72.53,42.11,17988,"massachusetts,hampden",392.8,"378.1 - 427.2 (645)"
"82","MA","Hampden","Springfield",-72.53,42.11,0,"massachusetts,hampden",392.8,"378.1 - 427.2 (645)"
"83","MA","Hampden","Springfield",-72.53,42.11,0,"massachusetts,hampden",392.8,"378.1 - 427.2 (645)"
"84","MA","Hampden","Longmeadow",-72.57,42.04,0,"massachusetts,hampden",392.8,"378.1 - 427.2 (645)"
"85","MA","Hampden","Springfield",-72.53,42.11,11858,"massachusetts,hampden",392.8,"378.1 - 427.2 (645)"
"86","MA","Hampden","Springfield",-72.53,42.11,9915,"massachusetts,hampden",392.8,"378.1 - 427.2 (645)"
"87","MA","Hampden","Springfield",-72.53,42.11,2510,"massachusetts,hampden",392.8,"378.1 - 427.2 (645)"
"88","MA","Hampden","Springfield",-72.53,42.11,5884,"massachusetts,hampden",392.8,"378.1 - 427.2 (645)"
"89","MA","Hampden","Springfield",-72.59,42.1,0,"massachusetts,hampden",392.8,"378.1 - 427.2 (645)"
"90","MA","Hampden","Springfield",-72.53,42.11,509,"massachusetts,hampden",392.8,"378.1 - 427.2 (645)"
"91","MA","Hampden","Springfield",-72.53,42.11,0,"massachusetts,hampden",392.8,"378.1 - 427.2 (645)"
"92","MA","Hampden","Springfield",-72.53,42.11,0,"massachusetts,hampden",392.8,"378.1 - 427.2 (645)"
"93","MA","Hampden","Indian Orchard",-72.51,42.15,6080,"massachusetts,hampden",392.8,"378.1 - 427.2 (645)"
"94","MA","Hampden","Springfield",-72.53,42.11,0,"massachusetts,hampden",392.8,"378.1 - 427.2 (645)"
"95","MA","Hampden","Springfield",-72.58,42.1,0,"massachusetts,hampden",392.8,"378.1 - 427.2 (645)"
"96","MA","Hampden","Springfield",-72.53,42.11,0,"massachusetts,hampden",392.8,"378.1 - 427.2 (645)"
"97","MA","Berkshire","Pittsfield",-73.26,42.45,36002,"massachusetts,berkshire",383.5,"378.1 - 427.2 (645)"
"98","MA","Berkshire","Pittsfield",-73.26,42.45,1186,"massachusetts,berkshire",383.5,"378.1 - 427.2 (645)"
"99","MA","Berkshire","Pittsfield",-73.26,42.45,0,"massachusetts,berkshire",383.5,"378.1 - 427.2 (645)"
"100","MA","Berkshire","Adams",-73.11,42.62,6993,"massachusetts,berkshire",383.5,"378.1 - 427.2 (645)"
"101","MA","Berkshire","Ashley Falls",-73.33,42.05,681,"massachusetts,berkshire",383.5,"378.1 - 427.2 (645)"
"102","MA","Berkshire","Becket",-73.07,42.33,1964,"massachusetts,berkshire",383.5,"378.1 - 427.2 (645)"
"103","MA","Berkshire","Berkshire",-73.19,42.51,0,"massachusetts,berkshire",383.5,"378.1 - 427.2 (645)"
"104","MA","Berkshire","Cheshire",-73.15,42.55,2990,"massachusetts,berkshire",383.5,"378.1 - 427.2 (645)"
"105","MA","Berkshire","Dalton",-73.16,42.47,5793,"massachusetts,berkshire",383.5,"378.1 - 427.2 (645)"
"106","MA","Berkshire","Dalton",-73.16,42.47,0,"massachusetts,berkshire",383.5,"378.1 - 427.2 (645)"
"107","MA","Berkshire","Glendale",-73.32,42.3,0,"massachusetts,berkshire",383.5,"378.1 - 427.2 (645)"
"108","MA","Berkshire","Great Barrington",-73.35,42.19,5873,"massachusetts,berkshire",383.5,"378.1 - 427.2 (645)"
"109","MA","Berkshire","Hinsdale",-73.07,42.42,2476,"massachusetts,berkshire",383.5,"378.1 - 427.2 (645)"
"110","MA","Berkshire","Housatonic",-73.36,42.25,1486,"massachusetts,berkshire",383.5,"378.1 - 427.2 (645)"
"111","MA","Berkshire","Lanesboro",-73.22,42.51,2606,"massachusetts,berkshire",383.5,"378.1 - 427.2 (645)"
"112","MA","Berkshire","Lee",-73.25,42.3,5056,"massachusetts,berkshire",383.5,"378.1 - 427.2 (645)"
"113","MA","Berkshire","Lenox",-73.28,42.35,4020,"massachusetts,berkshire",383.5,"378.1 - 427.2 (645)"
"114","MA","Berkshire","Lenox Dale",-73.27,42.36,515,"massachusetts,berkshire",383.5,"378.1 - 427.2 (645)"
"115","MA","Hampshire","Middlefield",-73.01,42.35,0,"massachusetts,hampshire",364.1,"93.8 - 378.0 (645)"
"116","MA","Berkshire","Mill River",-73.27,42.12,0,"massachusetts,berkshire",383.5,"378.1 - 427.2 (645)"
"117","MA","Berkshire","Monterey",-73.21,42.18,682,"massachusetts,berkshire",383.5,"378.1 - 427.2 (645)"
"118","MA","Berkshire","North Adams",-73.11,42.68,11730,"massachusetts,berkshire",383.5,"378.1 - 427.2 (645)"
"119","MA","Berkshire","North Egremont",-73.44,42.17,0,"massachusetts,berkshire",383.5,"378.1 - 427.2 (645)"
"120","MA","Berkshire","Otis",-73.07,42.19,778,"massachusetts,berkshire",383.5,"378.1 - 427.2 (645)"
"121","MA","Berkshire","Richmond",-73.36,42.37,1068,"massachusetts,berkshire",383.5,"378.1 - 427.2 (645)"
"122","MA","Berkshire","Sandisfield",-73.13,42.11,572,"massachusetts,berkshire",383.5,"378.1 - 427.2 (645)"
"123","MA","Berkshire","Savoy",-73.02,42.56,574,"massachusetts,berkshire",383.5,"378.1 - 427.2 (645)"
"124","MA","Berkshire","Sheffield",-73.34,42.1,2018,"massachusetts,berkshire",383.5,"378.1 - 427.2 (645)"
"125","MA","Berkshire","South Egremont",-73.41,42.16,591,"massachusetts,berkshire",383.5,"378.1 - 427.2 (645)"
"126","MA","Berkshire","Southfield",-73.23,42.07,438,"massachusetts,berkshire",383.5,"378.1 - 427.2 (645)"
"127","MA","Berkshire","South Lee",-73.23,42.3,0,"massachusetts,berkshire",383.5,"378.1 - 427.2 (645)"
"128","MA","Berkshire","Stockbridge",-73.32,42.3,1206,"massachusetts,berkshire",383.5,"378.1 - 427.2 (645)"
"129","MA","Berkshire","Stockbridge",-73.32,42.3,0,"massachusetts,berkshire",383.5,"378.1 - 427.2 (645)"
"130","MA","Berkshire","Tyringham",-73.19,42.24,0,"massachusetts,berkshire",383.5,"378.1 - 427.2 (645)"
"131","MA","Berkshire","West Stockbridge",-73.39,42.31,1182,"massachusetts,berkshire",383.5,"378.1 - 427.2 (645)"
"132","MA","Berkshire","Williamstown",-73.2,42.7,5277,"massachusetts,berkshire",383.5,"378.1 - 427.2 (645)"
"133","MA","Berkshire","Windsor",-73.04,42.51,694,"massachusetts,berkshire",383.5,"378.1 - 427.2 (645)"
"134","MA","Franklin","Greenfield",-72.59,42.58,13381,"massachusetts,franklin",372.5,"93.8 - 378.0 (645)"
"135","MA","Franklin","Greenfield",-72.59,42.58,406,"massachusetts,franklin",372.5,"93.8 - 378.0 (645)"
"136","MA","Franklin","Ashfield",-72.78,42.53,1345,"massachusetts,franklin",372.5,"93.8 - 378.0 (645)"
"137","MA","Worcester","Athol",-72.23,42.59,10562,"massachusetts,worcester",371.4,"93.8 - 378.0 (645)"
"138","MA","Franklin","Bernardston",-72.55,42.66,2438,"massachusetts,franklin",372.5,"93.8 - 378.0 (645)"
"139","MA","Franklin","Buckland",-72.78,42.6,0,"massachusetts,franklin",372.5,"93.8 - 378.0 (645)"
"140","MA","Franklin","Charlemont",-72.88,42.63,1250,"massachusetts,franklin",372.5,"93.8 - 378.0 (645)"
"141","MA","Franklin","Colrain",-72.68,42.66,1581,"massachusetts,franklin",372.5,"93.8 - 378.0 (645)"
"142","MA","Franklin","Conway",-72.68,42.51,1541,"massachusetts,franklin",372.5,"93.8 - 378.0 (645)"
"143","MA","Franklin","Deerfield",-72.6,42.55,1238,"massachusetts,franklin",372.5,"93.8 - 378.0 (645)"
"144","MA","Berkshire","Drury",-72.98,42.68,0,"massachusetts,berkshire",383.5,"378.1 - 427.2 (645)"
"145","MA","Franklin","Erving",-72.4,42.6,1247,"massachusetts,franklin",372.5,"93.8 - 378.0 (645)"
"146","MA","Franklin","Heath",-72.83,42.66,0,"massachusetts,franklin",372.5,"93.8 - 378.0 (645)"
"147","MA","Franklin","Lake Pleasant",-72.54,42.53,0,"massachusetts,franklin",372.5,"93.8 - 378.0 (645)"
"148","MA","Franklin","Millers Falls",-72.55,42.59,697,"massachusetts,franklin",372.5,"93.8 - 378.0 (645)"
"149","MA","Franklin","Monroe Bridge",-72.98,42.72,0,"massachusetts,franklin",372.5,"93.8 - 378.0 (645)"
"150","MA","Franklin","Montague",-72.53,42.53,2016,"massachusetts,franklin",372.5,"93.8 - 378.0 (645)"
"151","MA","Franklin","Gill",-72.43,42.7,1338,"massachusetts,franklin",372.5,"93.8 - 378.0 (645)"
"152","MA","Franklin","New Salem",-72.33,42.5,803,"massachusetts,franklin",372.5,"93.8 - 378.0 (645)"
"153","MA","Franklin","Northfield",-72.43,42.7,2627,"massachusetts,franklin",372.5,"93.8 - 378.0 (645)"
"154","MA","Franklin","Orange",-72.3,42.59,6044,"massachusetts,franklin",372.5,"93.8 - 378.0 (645)"
"155","MA","Worcester","Petersham",-72.18,42.48,1104,"massachusetts,worcester",371.4,"93.8 - 378.0 (645)"
"156","MA","Franklin","Rowe",-72.9,42.7,444,"massachusetts,franklin",372.5,"93.8 - 378.0 (645)"
"157","MA","Worcester","Royalston",-72.18,42.68,1081,"massachusetts,worcester",371.4,"93.8 - 378.0 (645)"
"158","MA","Franklin","Shelburne Falls",-72.74,42.6,3439,"massachusetts,franklin",372.5,"93.8 - 378.0 (645)"
"159","MA","Franklin","South Deerfield",-72.59,42.47,4019,"massachusetts,franklin",372.5,"93.8 - 378.0 (645)"
"160","MA","Franklin","Sunderland",-72.58,42.46,2777,"massachusetts,franklin",372.5,"93.8 - 378.0 (645)"
"161","MA","Franklin","Turners Falls",-72.55,42.59,3968,"massachusetts,franklin",372.5,"93.8 - 378.0 (645)"
"162","MA","Franklin","Warwick",-72.33,42.68,611,"massachusetts,franklin",372.5,"93.8 - 378.0 (645)"
"163","MA","Franklin","Wendell",-72.4,42.55,625,"massachusetts,franklin",372.5,"93.8 - 378.0 (645)"
"164","MA","Franklin","Wendell Depot",-72.37,42.58,0,"massachusetts,franklin",372.5,"93.8 - 378.0 (645)"
"165","MA","Worcester","Fitchburg",-71.81,42.58,28652,"massachusetts,worcester",371.4,"93.8 - 378.0 (645)"
"166","MA","Worcester","Ashburnham",-71.9,42.63,5364,"massachusetts,worcester",371.4,"93.8 - 378.0 (645)"
"167","MA","Middlesex","Ashby",-71.81,42.68,2749,"massachusetts,middlesex",301.8,"93.8 - 378.0 (645)"
"168","MA","Middlesex","Ayer",-71.58,42.56,6017,"massachusetts,middlesex",301.8,"93.8 - 378.0 (645)"
"169","MA","Worcester","Devens",-71.61,42.53,0,"massachusetts,worcester",371.4,"93.8 - 378.0 (645)"
"170","MA","Worcester","Baldwinville",-72.07,42.6,2457,"massachusetts,worcester",371.4,"93.8 - 378.0 (645)"
"171","MA","Worcester","East Templeton",-72.05,42.53,614,"massachusetts,worcester",371.4,"93.8 - 378.0 (645)"
"172","MA","Worcester","Gardner",-71.98,42.58,15067,"massachusetts,worcester",371.4,"93.8 - 378.0 (645)"
"173","MA","Worcester","Westminster",-71.98,42.58,0,"massachusetts,worcester",371.4,"93.8 - 378.0 (645)"
"174","MA","Middlesex","Groton",-71.57,42.6,9198,"massachusetts,middlesex",301.8,"93.8 - 378.0 (645)"
"175","MA","Worcester","Harvard",-71.58,42.5,4672,"massachusetts,worcester",371.4,"93.8 - 378.0 (645)"
"176","MA","Worcester","Hubbardston",-72.01,42.48,3932,"massachusetts,worcester",371.4,"93.8 - 378.0 (645)"
"177","MA","Worcester","Leominster",-71.77,42.51,34034,"massachusetts,worcester",371.4,"93.8 - 378.0 (645)"
"178","MA","Middlesex","Littleton",-71.47,42.53,8001,"massachusetts,middlesex",301.8,"93.8 - 378.0 (645)"
"179","MA","Worcester","Lunenburg",-71.72,42.59,9073,"massachusetts,worcester",371.4,"93.8 - 378.0 (645)"
"180","MA","Middlesex","Pepperell",-71.58,42.66,10100,"massachusetts,middlesex",301.8,"93.8 - 378.0 (645)"
"181","MA","Middlesex","Shirley",-71.65,42.54,5028,"massachusetts,middlesex",301.8,"93.8 - 378.0 (645)"
"182","MA","Worcester","Still River",-71.61,42.49,0,"massachusetts,worcester",371.4,"93.8 - 378.0 (645)"
"183","MA","Worcester","Templeton",-72.06,42.55,3579,"massachusetts,worcester",371.4,"93.8 - 378.0 (645)"
"184","MA","Middlesex","Townsend",-71.7,42.66,6266,"massachusetts,middlesex",301.8,"93.8 - 378.0 (645)"
"185","MA","Middlesex","Groton",-71.57,42.6,0,"massachusetts,middlesex",301.8,"93.8 - 378.0 (645)"
"186","MA","Middlesex","Groton",-71.57,42.6,0,"massachusetts,middlesex",301.8,"93.8 - 378.0 (645)"
"187","MA","Middlesex","West Groton",-71.62,42.61,0,"massachusetts,middlesex",301.8,"93.8 - 378.0 (645)"
"188","MA","Worcester","Westminster",-71.9,42.55,6741,"massachusetts,worcester",371.4,"93.8 - 378.0 (645)"
"189","MA","Middlesex","West Townsend",-71.74,42.66,1866,"massachusetts,middlesex",301.8,"93.8 - 378.0 (645)"
"190","MA","Worcester","Winchendon",-72.04,42.68,7879,"massachusetts,worcester",371.4,"93.8 - 378.0 (645)"
"191","MA","Worcester","Winchendon Springs",-72.01,42.69,0,"massachusetts,worcester",371.4,"93.8 - 378.0 (645)"
"192","MA","Worcester","Auburn",-71.83,42.2,14232,"massachusetts,worcester",371.4,"93.8 - 378.0 (645)"
"193","MA","Worcester","Berlin",-71.63,42.38,2462,"massachusetts,worcester",371.4,"93.8 - 378.0 (645)"
"194","MA","Worcester","Blackstone",-71.5,42.01,7808,"massachusetts,worcester",371.4,"93.8 - 378.0 (645)"
"195","MA","Worcester","Boylston",-71.73,42.35,3993,"massachusetts,worcester",371.4,"93.8 - 378.0 (645)"
"196","MA","Worcester","Brookfield",-72.1,42.21,2920,"massachusetts,worcester",371.4,"93.8 - 378.0 (645)"
"197","MA","Worcester","Charlton",-71.96,42.13,10873,"massachusetts,worcester",371.4,"93.8 - 378.0 (645)"
"198","MA","Worcester","Charlton City",-71.96,42.13,795,"massachusetts,worcester",371.4,"93.8 - 378.0 (645)"
"199","MA","Worcester","Charlton Depot",-71.96,42.13,0,"massachusetts,worcester",371.4,"93.8 - 378.0 (645)"
"200","MA","Worcester","Clinton",-71.68,42.41,11365,"massachusetts,worcester",371.4,"93.8 - 378.0 (645)"
"201","MA","Worcester","East Brookfield",-72.04,42.22,1985,"massachusetts,worcester",371.4,"93.8 - 378.0 (645)"
"202","MA","Worcester","Douglas",-71.73,42.05,7565,"massachusetts,worcester",371.4,"93.8 - 378.0 (645)"
"203","MA","Worcester","East Princeton",-71.89,42.46,0,"massachusetts,worcester",371.4,"93.8 - 378.0 (645)"
"204","MA","Worcester","Fiskdale",-72.11,42.12,2639,"massachusetts,worcester",371.4,"93.8 - 378.0 (645)"
"205","MA","Worcester","Grafton",-71.68,42.2,6093,"massachusetts,worcester",371.4,"93.8 - 378.0 (645)"
"206","MA","Worcester","Holden",-71.85,42.35,12865,"massachusetts,worcester",371.4,"93.8 - 378.0 (645)"
"207","MA","Hampden","Holland",-72.15,42.05,2069,"massachusetts,hampden",392.8,"378.1 - 427.2 (645)"
"208","MA","Worcester","Jefferson",-71.87,42.38,2984,"massachusetts,worcester",371.4,"93.8 - 378.0 (645)"
"209","MA","Worcester","Lancaster",-71.66,42.45,4777,"massachusetts,worcester",371.4,"93.8 - 378.0 (645)"
"210","MA","Worcester","Leicester",-71.9,42.25,5678,"massachusetts,worcester",371.4,"93.8 - 378.0 (645)"
"211","MA","Worcester","Linwood",-71.64,42.05,677,"massachusetts,worcester",371.4,"93.8 - 378.0 (645)"
"212","MA","Worcester","Manchaug",-71.76,42.12,475,"massachusetts,worcester",371.4,"93.8 - 378.0 (645)"
"213","MA","Worcester","Millbury",-71.76,42.19,11467,"massachusetts,worcester",371.4,"93.8 - 378.0 (645)"
"214","MA","Worcester","Millville",-71.58,42.03,2734,"massachusetts,worcester",371.4,"93.8 - 378.0 (645)"
"215","MA","Worcester","New Braintree",-72.13,42.31,865,"massachusetts,worcester",371.4,"93.8 - 378.0 (645)"
"216","MA","Worcester","Northborough",-71.64,42.31,13113,"massachusetts,worcester",371.4,"93.8 - 378.0 (645)"
"217","MA","Worcester","Northbridge",-71.65,42.15,4939,"massachusetts,worcester",371.4,"93.8 - 378.0 (645)"
"218","MA","Worcester","North Brookfield",-72.08,42.27,3925,"massachusetts,worcester",371.4,"93.8 - 378.0 (645)"
"219","MA","Worcester","North Grafton",-71.69,42.23,5828,"massachusetts,worcester",371.4,"93.8 - 378.0 (645)"
"220","MA","Worcester","North Oxford",-71.88,42.16,1951,"massachusetts,worcester",371.4,"93.8 - 378.0 (645)"
"221","MA","Worcester","North Uxbridge",-71.64,42.05,491,"massachusetts,worcester",371.4,"93.8 - 378.0 (645)"
"222","MA","Worcester","Oxford",-71.87,42.11,9660,"massachusetts,worcester",371.4,"93.8 - 378.0 (645)"
"223","MA","Worcester","Princeton",-71.86,42.45,3224,"massachusetts,worcester",371.4,"93.8 - 378.0 (645)"
"224","MA","Worcester","Rochdale",-71.9,42.2,1907,"massachusetts,worcester",371.4,"93.8 - 378.0 (645)"
"225","MA","Worcester","Rutland",-71.95,42.36,6893,"massachusetts,worcester",371.4,"93.8 - 378.0 (645)"
"226","MA","Worcester","Shrewsbury",-71.71,42.3,30759,"massachusetts,worcester",371.4,"93.8 - 378.0 (645)"
"227","MA","Worcester","Shrewsbury",-71.71,42.3,0,"massachusetts,worcester",371.4,"93.8 - 378.0 (645)"
"228","MA","Worcester","Southbridge",-72.03,42.08,13355,"massachusetts,worcester",371.4,"93.8 - 378.0 (645)"
"229","MA","Worcester","South Grafton",-71.68,42.17,3675,"massachusetts,worcester",371.4,"93.8 - 378.0 (645)"
"230","MA","Worcester","South Lancaster",-71.69,42.43,925,"massachusetts,worcester",371.4,"93.8 - 378.0 (645)"
"231","MA","Worcester","Spencer",-71.99,42.24,9747,"massachusetts,worcester",371.4,"93.8 - 378.0 (645)"
"232","MA","Worcester","Sterling",-71.75,42.43,7104,"massachusetts,worcester",371.4,"93.8 - 378.0 (645)"
"233","MA","Worcester","Sturbridge",-72.06,42.09,5934,"massachusetts,worcester",371.4,"93.8 - 378.0 (645)"
